_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,checkfield,ev0a,ev10a,ev11a,ev12a,ev13a,ev14a,ev1a,ev2a,ev3a,ev4a,ev5a,ev6a,ev7a,ev8a,ev9a,event,event0,event1,event10,event11,event12,event13,event14,event2,event3,event4,event5,event6,event7,event8,event9,nohighlightwords,step_2_highlight_words_in_the_text_that_relate_to_the_events_you_selected_in_step1,_golden,tweet,uid
713184304,5/2/2015 08:07:54,1627664714,5/2/2015 08:07:18,false,clixsense,1.0,10798016,GBR,C7,Coventry,86.24.245.191,done,,,,,,,,,,,,,,,,[NONE],,,,,,,,,,,,,,,,N/A,,false,Voiture whaling fleet prices-estimates as representing relocating: UaMtMl,entity/text/news/tweet/38633
713184304,5/2/2015 08:12:43,1627666807,5/2/2015 08:12:19,false,prodege,0.8097,21417560,GBR,C3,Cambridge,151.225.116.143,done,,,,,,,,,,,,,,,,[NONE],,,,,,,,,,,,,,,,N/A,,false,Voiture whaling fleet prices-estimates as representing relocating: UaMtMl,entity/text/news/tweet/38633
713184304,5/2/2015 08:34:35,1627676500,5/2/2015 08:34:20,false,prodege,0.7463,16101132,GBR,F9,Hayes,2.223.214.149,done,1,,,,,,,,,,,,,,,[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],,,false,Voiture whaling fleet prices-estimates as representing relocating: UaMtMl,entity/text/news/tweet/38633
713184304,5/2/2015 08:39:27,1627678573,5/2/2015 08:39:10,false,gifthunterclub,0.7622,30901412,GBR,G5,Margate,85.210.122.97,done,,,,,,,,,,,,,,,,[NONE],,,,,,,,,,,,,,,,N/A,,false,Voiture whaling fleet prices-estimates as representing relocating: UaMtMl,entity/text/news/tweet/38633
713184304,5/2/2015 08:41:41,1627679849,5/2/2015 08:41:27,false,clixsense,0.8177,31580375,GBR,H4,Leicester,5.64.3.79,done,,,,,,,,,,,,,,,,[NONE],,,,,,,,,,,,,,,,n/a,,false,Voiture whaling fleet prices-estimates as representing relocating: UaMtMl,entity/text/news/tweet/38633
713184304,5/2/2015 08:41:50,1627679935,5/2/2015 08:41:19,false,bitcoinget,0.8319,21743413,USA,WA,Lynnwood,67.183.5.219,done,,,,,,,,,,,,,,,,[NONE],,,,,,,,,,,,,,,,N/A,,false,Voiture whaling fleet prices-estimates as representing relocating: UaMtMl,entity/text/news/tweet/38633
713184304,5/2/2015 08:55:25,1627686506,5/2/2015 08:55:02,false,prodege,0.8573,27934334,GBR,C7,Coventry,109.150.228.154,done,,,,,,,,,,,,,,,,[NONE],,,,,,,,,,,,,,,,N/A,,false,Voiture whaling fleet prices-estimates as representing relocating: UaMtMl,entity/text/news/tweet/38633
713184305,5/4/2015 10:14:45,1628918822,5/4/2015 10:13:59,false,elite,0.6362,31913360,USA,VA,Manassas,192.96.205.152,done,0,,,,,,0,,,,,,,,,[Davos_world_economic_forum_2014],[Davos_world_economic_forum_2014],[Davos_world_economic_forum_2014],[Davos_world_economic_forum_2014],[Davos_world_economic_forum_2014],[Davos_world_economic_forum_2014],[Davos_world_economic_forum_2014],[Davos_world_economic_forum_2014],[Davos_world_economic_forum_2014],[Davos_world_economic_forum_2014],[Davos_world_economic_forum_2014],[Davos_world_economic_forum_2014],[Davos_world_economic_forum_2014],[Davos_world_economic_forum_2014],[Davos_world_economic_forum_2014],[Davos_world_economic_forum_2014],,,false,Giant sea serpents and whaling ships http://t.co/j6t8BvRFG9 World #Map http://t.co/akEgSZRNfX,entity/text/news/tweet/38634
713184305,5/4/2015 13:20:56,1628988771,5/4/2015 13:19:54,false,neodev,0.4054,31448050,GBR,Y5,Neath,80.43.44.119,done,4,,,,,,5,,,,,,,,,[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],,,false,Giant sea serpents and whaling ships http://t.co/j6t8BvRFG9 World #Map http://t.co/akEgSZRNfX,entity/text/news/tweet/38634
713184305,5/4/2015 13:33:11,1628994708,5/4/2015 13:32:54,false,prizerebel,0.4785,29881713,GBR,H9,London,82.0.199.44,done,,,,,,,,,,,,,,,,[NONE],,,,,,,,,,,,,,,,N/A,,false,Giant sea serpents and whaling ships http://t.co/j6t8BvRFG9 World #Map http://t.co/akEgSZRNfX,entity/text/news/tweet/38634
