_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,checkfield,ev0a,ev10a,ev11a,ev12a,ev13a,ev14a,ev1a,ev2a,ev3a,ev4a,ev5a,ev6a,ev7a,ev8a,ev9a,event,event0,event1,event10,event11,event12,event13,event14,event2,event3,event4,event5,event6,event7,event8,event9,nohighlightwords,step_2_highlight_words_in_the_text_that_relate_to_the_events_you_selected_in_step1,_golden,tweet,uid
713196993,5/3/2015 16:04:05,1628519976,5/3/2015 16:00:23,false,elite,0.8456,31883685,GBR,H2,Accrington,80.47.186.28,done,,,,,,,,,,,,,,,,[NONE],,,,,,,,,,,,,,,,n/a,,false,sama aja kayak whaling in 2-5 kancolle all over again lah ya.,entity/text/news/tweet/38716
713196993,5/3/2015 16:19:23,1628525213,5/3/2015 16:19:09,false,instagc,0.8389,24252915,GBR,M4,Southampton,78.146.6.102,done,,,,,,,,,,,,,,,,[NONE],,,,,,,,,,,,,,,,N/A,,false,sama aja kayak whaling in 2-5 kancolle all over again lah ya.,entity/text/news/tweet/38716
713196993,5/3/2015 16:22:45,1628526313,5/3/2015 16:22:31,false,prodege,0.44,12185632,USA,"","",73.30.173.177,done,3,,,,,,4,5,6,,,,,,,[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],,,false,sama aja kayak whaling in 2-5 kancolle all over again lah ya.,entity/text/news/tweet/38716
713196993,5/3/2015 16:34:39,1628530114,5/3/2015 16:34:21,false,elite,0.8313,30064988,GBR,H3,Leeds,92.22.149.143,done,,,,,,,,,,,,,,,,[NONE],,,,,,,,,,,,,,,,N/A,,false,sama aja kayak whaling in 2-5 kancolle all over again lah ya.,entity/text/news/tweet/38716
713196993,5/3/2015 16:50:11,1628535513,5/3/2015 16:49:57,false,clixsense,0.7778,19638651,USA,SC,Summerville,174.107.73.211,done,,,,,,,,,,,,,,,,[NONE],,,,,,,,,,,,,,,,N/A,,false,sama aja kayak whaling in 2-5 kancolle all over again lah ya.,entity/text/news/tweet/38716
713196993,5/3/2015 17:08:40,1628542257,5/3/2015 17:08:29,false,instagc,0.87,26024737,GBR,H2,Preston,92.23.174.71,done,,,,,,,,,,,,,,,,[NONE],,,,,,,,,,,,,,,,N/A,,false,sama aja kayak whaling in 2-5 kancolle all over again lah ya.,entity/text/news/tweet/38716
713196993,5/3/2015 17:14:54,1628545172,5/3/2015 17:14:09,false,clixsense,0.6138,19294877,USA,MA,Cambridge,71.174.188.85,done,,,,,,,,,,,,,,,,[NONE],,,,,,,,,,,,,,,,N/A,,false,sama aja kayak whaling in 2-5 kancolle all over again lah ya.,entity/text/news/tweet/38716
713196994,5/3/2015 11:58:05,1628425956,5/3/2015 11:57:38,false,instagc,0.6432,29444531,USA,GA,Conyers,184.37.250.198,done,7,,,,,,6,,,,,,,,,[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],,,false,"RT @IrinaGreenVoice: Humans slaughtered nearly 3 MILLION whales in the 20th century...., according to a new study https://t.co/ZyT9HvPMWN h…",entity/text/news/tweet/38717
713196994,5/3/2015 11:59:19,1628426286,5/3/2015 11:59:07,false,clixsense,0.9049,6352682,GBR,H9,London,2.125.111.168,done,7,,,,,,,,,,,,,,,[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],,,false,"RT @IrinaGreenVoice: Humans slaughtered nearly 3 MILLION whales in the 20th century...., according to a new study https://t.co/ZyT9HvPMWN h…",entity/text/news/tweet/38717
713196994,5/3/2015 12:01:37,1628427021,5/3/2015 12:01:15,false,prodege,0.7939,21417560,GBR,C3,Cambridge,151.225.116.143,done,3,,,,,,4,5,6,7,,,,,,[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],[Japan_whaling_and_dolphin_hunting],,,false,"RT @IrinaGreenVoice: Humans slaughtered nearly 3 MILLION whales in the 20th century...., according to a new study https://t.co/ZyT9HvPMWN h…",entity/text/news/tweet/38717
