_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,ev0a,ev10a,ev11a,ev12a,ev13a,ev14a,ev15a,ev16a,ev17a,ev18a,ev19a,ev1a,ev2a,ev3a,ev4a,ev5a,ev6a,ev7a,ev8a,ev9a,event0,event1,event10,event11,event12,event13,event14,event15,event16,event17,event18,event19,event2,event3,event4,event5,event6,event7,event8,event9,eventtext,for_each_highlighted_term_select_the_sentiment_that_it_is_expressed_in_this_text_also_select_the_intensity_of_the_sentiment_as_expressed_in_this_text,intensity0,intensity1,intensity10,intensity11,intensity12,intensity13,intensity14,intensity15,intensity16,intensity17,intensity18,intensity19,intensity2,intensity3,intensity4,intensity5,intensity6,intensity7,intensity8,intensity9,intensitytext,textsentiment,_golden,sentence,textforcrowd,uid
751583494,7/9/2015 01:00:56,1685224143,7/9/2015 01:00:33,false,elite,0.8344,31848723,USA,"","",155.94.185.160,Whaling,,,,,,,,,,,,,,,,,,,,positive,,,,,,,,,,,,,,,,,,,,positive,,medium,,,,,,,,,,,,,,,,,,,,medium,,false,International Whaling Commission's 62nd Annual Meeting  - That this House recognises the global moratorium on... http://t.co/ZMdSAWRoN5,Whaling_###_14_###_21,entity/text/news/tweets-whaling-event-highlighted-spans/942
751583494,7/9/2015 01:12:36,1685236337,7/9/2015 01:12:17,false,clixsense,0.8863,23144069,GBR,G6,Hull,83.100.235.226,Whaling,,,,,,,,,,,,,,,,,,,,neutral,,,,,,,,,,,,,,,,,,,,neutral,,low,,,,,,,,,,,,,,,,,,,,low,,false,International Whaling Commission's 62nd Annual Meeting  - That this House recognises the global moratorium on... http://t.co/ZMdSAWRoN5,Whaling_###_14_###_21,entity/text/news/tweets-whaling-event-highlighted-spans/942
751583494,7/9/2015 01:29:52,1685254758,7/9/2015 01:28:51,false,clixsense,0.8516,6576528,CAN,SK,Regina,24.72.57.229,Whaling,,,,,,,,,,,,,,,,,,,,positive,,,,,,,,,,,,,,,,,,,,positive,,low,,,,,,,,,,,,,,,,,,,,low,,false,International Whaling Commission's 62nd Annual Meeting  - That this House recognises the global moratorium on... http://t.co/ZMdSAWRoN5,Whaling_###_14_###_21,entity/text/news/tweets-whaling-event-highlighted-spans/942
751583494,7/9/2015 01:32:04,1685257222,7/9/2015 01:30:25,false,clixsense,0.8976,6363996,USA,NY,Ithaca,67.255.0.135,Whaling,,,,,,,,,,,,,,,,,,,,neutral,,,,,,,,,,,,,,,,,,,,neutral,,low,,,,,,,,,,,,,,,,,,,,low,,false,International Whaling Commission's 62nd Annual Meeting  - That this House recognises the global moratorium on... http://t.co/ZMdSAWRoN5,Whaling_###_14_###_21,entity/text/news/tweets-whaling-event-highlighted-spans/942
751583494,7/9/2015 01:41:47,1685267335,7/9/2015 01:40:44,false,points4rewards,0.9423,20306700,USA,WA,Bothell,50.46.252.0,Whaling,,,,,,,,,,,,,,,,,,,,neutral,,,,,,,,,,,,,,,,,,,,neutral,,medium,,,,,,,,,,,,,,,,,,,,medium,,false,International Whaling Commission's 62nd Annual Meeting  - That this House recognises the global moratorium on... http://t.co/ZMdSAWRoN5,Whaling_###_14_###_21,entity/text/news/tweets-whaling-event-highlighted-spans/942
751583494,7/9/2015 01:42:41,1685268157,7/9/2015 01:42:29,false,prodege,0.9197,24403612,USA,MI,Royal Oak,198.208.251.22,Whaling,,,,,,,,,,,,,,,,,,,,negative,,,,,,,,,,,,,,,,,,,,neutral,,low,,,,,,,,,,,,,,,,,,,,low,,false,International Whaling Commission's 62nd Annual Meeting  - That this House recognises the global moratorium on... http://t.co/ZMdSAWRoN5,Whaling_###_14_###_21,entity/text/news/tweets-whaling-event-highlighted-spans/942
751583494,7/9/2015 01:43:02,1685268428,7/9/2015 01:42:50,false,elite,0.9357,31848532,USA,CA,San Jose,198.23.66.139,Whaling,,,,,,,,,,,,,,,,,,,,positive,,,,,,,,,,,,,,,,,,,,neutral,,low,,,,,,,,,,,,,,,,,,,,low,,false,International Whaling Commission's 62nd Annual Meeting  - That this House recognises the global moratorium on... http://t.co/ZMdSAWRoN5,Whaling_###_14_###_21,entity/text/news/tweets-whaling-event-highlighted-spans/942
751583494,7/9/2015 02:07:52,1685287940,7/9/2015 02:05:38,false,neodev,0.9288,30321275,USA,NV,Las Vegas,192.30.80.4,Whaling,,,,,,,,,,,,,,,,,,,,negative,,,,,,,,,,,,,,,,,,,,positive,,medium,,,,,,,,,,,,,,,,,,,,medium,,false,International Whaling Commission's 62nd Annual Meeting  - That this House recognises the global moratorium on... http://t.co/ZMdSAWRoN5,Whaling_###_14_###_21,entity/text/news/tweets-whaling-event-highlighted-spans/942
751583494,7/9/2015 02:11:12,1685290146,7/9/2015 02:09:37,false,coinworker,0.8873,17101387,USA,PA,Erie,174.100.250.115,Whaling,,,,,,,,,,,,,,,,,,,,neutral,,,,,,,,,,,,,,,,,,,,neutral,,medium,,,,,,,,,,,,,,,,,,,,medium,,false,International Whaling Commission's 62nd Annual Meeting  - That this House recognises the global moratorium on... http://t.co/ZMdSAWRoN5,Whaling_###_14_###_21,entity/text/news/tweets-whaling-event-highlighted-spans/942
751583494,7/9/2015 02:13:18,1685291489,7/9/2015 02:12:49,false,prodege,0.9512,17379068,CAN,NL,St. John's,142.162.104.122,Whaling,,,,,,,,,,,,,,,,,,,,neutral,,,,,,,,,,,,,,,,,,,,neutral,,low,,,,,,,,,,,,,,,,,,,,low,,false,International Whaling Commission's 62nd Annual Meeting  - That this House recognises the global moratorium on... http://t.co/ZMdSAWRoN5,Whaling_###_14_###_21,entity/text/news/tweets-whaling-event-highlighted-spans/942
751583495,7/8/2015 22:24:12,1685061490,7/8/2015 22:23:59,false,instagc,0.9509,32352104,USA,ME,Bangor,74.75.63.81,#whaling,,,,,,,,,,,#stopwhaling,,,,,,,,,neutral,neutral,,,,,,,,,,,,,,,,,,,neutral,,low,low,,,,,,,,,,,,,,,,,,,low,,false,#eurovision #iceland #whaling - all three pushing bad taste boundaries?  #stopwhaling,#whaling_###_21_###_29__##__#stopwhaling_###_73_###_85,entity/text/news/tweets-whaling-event-highlighted-spans/943
751583495,7/8/2015 22:27:02,1685063905,7/8/2015 22:26:38,false,elite,0.9379,32173500,GBR,"","",90.194.126.120,#whaling,,,,,,,,,,,#stopwhaling,,,,,,,,,negative,positive,,,,,,,,,,,,,,,,,,,negative,,medium,low,,,,,,,,,,,,,,,,,,,high,,false,#eurovision #iceland #whaling - all three pushing bad taste boundaries?  #stopwhaling,#whaling_###_21_###_29__##__#stopwhaling_###_73_###_85,entity/text/news/tweets-whaling-event-highlighted-spans/943
