_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,ev0a,ev10a,ev11a,ev12a,ev13a,ev14a,ev15a,ev16a,ev17a,ev18a,ev19a,ev1a,ev2a,ev3a,ev4a,ev5a,ev6a,ev7a,ev8a,ev9a,event0,event1,event10,event11,event12,event13,event14,event15,event16,event17,event18,event19,event2,event3,event4,event5,event6,event7,event8,event9,eventtext,for_each_highlighted_term_select_the_sentiment_that_it_is_expressed_in_this_text_also_select_the_intensity_of_the_sentiment_as_expressed_in_this_text,intensity0,intensity1,intensity10,intensity11,intensity12,intensity13,intensity14,intensity15,intensity16,intensity17,intensity18,intensity19,intensity2,intensity3,intensity4,intensity5,intensity6,intensity7,intensity8,intensity9,intensitytext,textsentiment,_golden,sentence,textforcrowd,uid
712646366,5/4/2015 15:24:00,1629044483,5/4/2015 15:23:05,false,pocketmoneygpt,0.9909,21432964,GBR,T5,Aberdeen,88.104.216.210,"whaling ban,",,,,,,,,,,,whaling,#Japan,"Antarctic whaling ban,",,,,,,,positive,negative,,,,,,,,,,,neutral,positive,,,,,,,negative,,low,low,,,,,,,,,,,low,medium,,,,,,,low,,false,"#Japan : Changes its mind about Antarctic whaling ban, plans to continue hunts in 2015!? - http://t.co/OA0N3AyHw5 @FreedomBlueOrg","whaling ban,_###_42_###_54__##__whaling_###_42_###_49__##__#Japan_###_0_###_6__##__Antarctic whaling ban,_###_32_###_54",entity/text/news/tweets-whaling-event-highlighted-spans/102
712646366,5/4/2015 16:56:57,1629080960,5/4/2015 16:56:36,false,superrewards,0.906,24796792,USA,NY,New York,72.80.63.240,"whaling ban,",,,,,,,,,,,whaling,#Japan,"Antarctic whaling ban,",,,,,,,positive,negative,,,,,,,,,,,neutral,positive,,,,,,,neutral,,medium,medium,,,,,,,,,,,medium,medium,,,,,,,medium,,false,"#Japan : Changes its mind about Antarctic whaling ban, plans to continue hunts in 2015!? - http://t.co/OA0N3AyHw5 @FreedomBlueOrg","whaling ban,_###_42_###_54__##__whaling_###_42_###_49__##__#Japan_###_0_###_6__##__Antarctic whaling ban,_###_32_###_54",entity/text/news/tweets-whaling-event-highlighted-spans/102
712646366,5/4/2015 17:04:08,1629083889,5/4/2015 17:03:22,false,clixsense,0.9085,17950689,GBR,Y9,Tonypandy,92.2.44.79,"whaling ban,",,,,,,,,,,,whaling,#Japan,"Antarctic whaling ban,",,,,,,,neutral,neutral,,,,,,,,,,,neutral,neutral,,,,,,,neutral,,low,low,,,,,,,,,,,low,low,,,,,,,low,,false,"#Japan : Changes its mind about Antarctic whaling ban, plans to continue hunts in 2015!? - http://t.co/OA0N3AyHw5 @FreedomBlueOrg","whaling ban,_###_42_###_54__##__whaling_###_42_###_49__##__#Japan_###_0_###_6__##__Antarctic whaling ban,_###_32_###_54",entity/text/news/tweets-whaling-event-highlighted-spans/102
712646366,5/4/2015 17:29:39,1629094383,5/4/2015 17:29:01,false,gifthunterclub,0.8968,29582088,GBR,I2,Manchester,89.242.211.143,"whaling ban,",,,,,,,,,,,whaling,#Japan,"Antarctic whaling ban,",,,,,,,positive,neutral,,,,,,,,,,,neutral,positive,,,,,,,neutral,,medium,medium,,,,,,,,,,,medium,medium,,,,,,,medium,,false,"#Japan : Changes its mind about Antarctic whaling ban, plans to continue hunts in 2015!? - http://t.co/OA0N3AyHw5 @FreedomBlueOrg","whaling ban,_###_42_###_54__##__whaling_###_42_###_49__##__#Japan_###_0_###_6__##__Antarctic whaling ban,_###_32_###_54",entity/text/news/tweets-whaling-event-highlighted-spans/102
712646366,5/4/2015 17:45:33,1629101757,5/4/2015 17:45:06,false,elite,0.8973,32232485,USA,DE,Wilmington,199.115.115.210,"whaling ban,",,,,,,,,,,,whaling,#Japan,"Antarctic whaling ban,",,,,,,,neutral,neutral,,,,,,,,,,,neutral,neutral,,,,,,,neutral,,low,low,,,,,,,,,,,low,low,,,,,,,low,,false,"#Japan : Changes its mind about Antarctic whaling ban, plans to continue hunts in 2015!? - http://t.co/OA0N3AyHw5 @FreedomBlueOrg","whaling ban,_###_42_###_54__##__whaling_###_42_###_49__##__#Japan_###_0_###_6__##__Antarctic whaling ban,_###_32_###_54",entity/text/news/tweets-whaling-event-highlighted-spans/102
712646366,5/4/2015 17:47:45,1629103003,5/4/2015 17:47:14,false,elite,0.9011,30064988,GBR,H3,Leeds,92.22.149.143,"whaling ban,",,,,,,,,,,,whaling,#Japan,"Antarctic whaling ban,",,,,,,,neutral,negative,,,,,,,,,,,neutral,neutral,,,,,,,neutral,,low,medium,,,,,,,,,,,low,low,,,,,,,low,,false,"#Japan : Changes its mind about Antarctic whaling ban, plans to continue hunts in 2015!? - http://t.co/OA0N3AyHw5 @FreedomBlueOrg","whaling ban,_###_42_###_54__##__whaling_###_42_###_49__##__#Japan_###_0_###_6__##__Antarctic whaling ban,_###_32_###_54",entity/text/news/tweets-whaling-event-highlighted-spans/102
712646366,5/4/2015 18:54:06,1629179508,5/4/2015 18:53:43,false,superrewards,0.9164,31767535,GBR,V2,Glasgow,90.222.148.47,"whaling ban,",,,,,,,,,,,whaling,#Japan,"Antarctic whaling ban,",,,,,,,neutral,neutral,,,,,,,,,,,neutral,neutral,,,,,,,neutral,,low,low,,,,,,,,,,,low,low,,,,,,,low,,false,"#Japan : Changes its mind about Antarctic whaling ban, plans to continue hunts in 2015!? - http://t.co/OA0N3AyHw5 @FreedomBlueOrg","whaling ban,_###_42_###_54__##__whaling_###_42_###_49__##__#Japan_###_0_###_6__##__Antarctic whaling ban,_###_32_###_54",entity/text/news/tweets-whaling-event-highlighted-spans/102
712646366,5/4/2015 21:00:16,1629388266,5/4/2015 20:59:15,false,clixsense,0.8679,10798016,GBR,C7,Coventry,86.24.245.191,"whaling ban,",,,,,,,,,,,whaling,#Japan,"Antarctic whaling ban,",,,,,,,positive,neutral,,,,,,,,,,,neutral,neutral,,,,,,,positive,,medium,medium,,,,,,,,,,,medium,medium,,,,,,,medium,,false,"#Japan : Changes its mind about Antarctic whaling ban, plans to continue hunts in 2015!? - http://t.co/OA0N3AyHw5 @FreedomBlueOrg","whaling ban,_###_42_###_54__##__whaling_###_42_###_49__##__#Japan_###_0_###_6__##__Antarctic whaling ban,_###_32_###_54",entity/text/news/tweets-whaling-event-highlighted-spans/102
712646366,5/4/2015 21:06:22,1629396712,5/4/2015 21:03:34,false,neodev,0.9085,30326627,USA,FL,"",57.250.252.246,"whaling ban,",,,,,,,,,,,whaling,#Japan,"Antarctic whaling ban,",,,,,,,negative,negative,,,,,,,,,,,neutral,negative,,,,,,,positive,,low,low,,,,,,,,,,,low,low,,,,,,,medium,,false,"#Japan : Changes its mind about Antarctic whaling ban, plans to continue hunts in 2015!? - http://t.co/OA0N3AyHw5 @FreedomBlueOrg","whaling ban,_###_42_###_54__##__whaling_###_42_###_49__##__#Japan_###_0_###_6__##__Antarctic whaling ban,_###_32_###_54",entity/text/news/tweets-whaling-event-highlighted-spans/102
712646366,5/4/2015 21:16:18,1629410222,5/4/2015 21:15:32,false,elite,0.917,32173500,GBR,"","",90.194.126.118,"whaling ban,",,,,,,,,,,,whaling,#Japan,"Antarctic whaling ban,",,,,,,,negative,negative,,,,,,,,,,,neutral,negative,,,,,,,negative,,medium,low,,,,,,,,,,,low,medium,,,,,,,high,,false,"#Japan : Changes its mind about Antarctic whaling ban, plans to continue hunts in 2015!? - http://t.co/OA0N3AyHw5 @FreedomBlueOrg","whaling ban,_###_42_###_54__##__whaling_###_42_###_49__##__#Japan_###_0_###_6__##__Antarctic whaling ban,_###_32_###_54",entity/text/news/tweets-whaling-event-highlighted-spans/102
