_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,ev0a,ev10a,ev11a,ev12a,ev13a,ev14a,ev15a,ev16a,ev17a,ev18a,ev19a,ev1a,ev2a,ev3a,ev4a,ev5a,ev6a,ev7a,ev8a,ev9a,event0,event1,event10,event11,event12,event13,event14,event15,event16,event17,event18,event19,event2,event3,event4,event5,event6,event7,event8,event9,eventtext,for_each_highlighted_term_select_the_sentiment_that_it_is_expressed_in_this_text_also_select_the_intensity_of_the_sentiment_as_expressed_in_this_text,intensity0,intensity1,intensity10,intensity11,intensity12,intensity13,intensity14,intensity15,intensity16,intensity17,intensity18,intensity19,intensity2,intensity3,intensity4,intensity5,intensity6,intensity7,intensity8,intensity9,intensitytext,textsentiment,_golden,sentence,textforcrowd,uid
720491855,5/15/2015 09:17:40,1636814940,5/15/2015 09:17:16,false,clixsense,1.0,24835873,GBR,I2,Manchester,89.240.68.44,Whaling Nations,,,,,,,,,,,Whaling,National Anthems of Great Current Whaling Nations,,,,,,,,neutral,neutral,,,,,,,,,,,neutral,,,,,,,,neutral,,medium,medium,,,,,,,,,,,medium,,,,,,,,medium,,false,National Anthems of Great Current Whaling Nations - Canada - http://t.co/6ADRsI11Xq #Tweet4Taiji #thecove #seashepherd,Whaling Nations_###_34_###_49__##__Whaling_###_34_###_41__##__National Anthems of Great Current Whaling Nations_###_0_###_49,entity/text/news/tweets-whaling-event-highlighted-spans/397
720491855,5/15/2015 09:38:20,1636820427,5/15/2015 09:37:51,false,instagc,0.9607,13581319,USA,IL,Mount Vernon,66.232.166.86,Whaling Nations,,,,,,,,,,,Whaling,National Anthems of Great Current Whaling Nations,,,,,,,,neutral,neutral,,,,,,,,,,,neutral,,,,,,,,neutral,,low,low,,,,,,,,,,,low,,,,,,,,low,,false,National Anthems of Great Current Whaling Nations - Canada - http://t.co/6ADRsI11Xq #Tweet4Taiji #thecove #seashepherd,Whaling Nations_###_34_###_49__##__Whaling_###_34_###_41__##__National Anthems of Great Current Whaling Nations_###_0_###_49,entity/text/news/tweets-whaling-event-highlighted-spans/397
720491855,5/15/2015 09:42:33,1636821776,5/15/2015 09:41:47,false,clixsense,0.9546,10798016,GBR,C7,Coventry,86.24.245.191,Whaling Nations,,,,,,,,,,,Whaling,National Anthems of Great Current Whaling Nations,,,,,,,,neutral,neutral,,,,,,,,,,,neutral,,,,,,,,neutral,,medium,medium,,,,,,,,,,,medium,,,,,,,,medium,,false,National Anthems of Great Current Whaling Nations - Canada - http://t.co/6ADRsI11Xq #Tweet4Taiji #thecove #seashepherd,Whaling Nations_###_34_###_49__##__Whaling_###_34_###_41__##__National Anthems of Great Current Whaling Nations_###_0_###_49,entity/text/news/tweets-whaling-event-highlighted-spans/397
720491855,5/15/2015 09:46:06,1636822726,5/15/2015 09:44:27,false,pocketmoneygpt,0.9429,21432964,GBR,T5,Aberdeen,88.104.216.210,Whaling Nations,,,,,,,,,,,Whaling,National Anthems of Great Current Whaling Nations,,,,,,,,neutral,neutral,,,,,,,,,,,neutral,,,,,,,,neutral,,low,low,,,,,,,,,,,low,,,,,,,,low,,false,National Anthems of Great Current Whaling Nations - Canada - http://t.co/6ADRsI11Xq #Tweet4Taiji #thecove #seashepherd,Whaling Nations_###_34_###_49__##__Whaling_###_34_###_41__##__National Anthems of Great Current Whaling Nations_###_0_###_49,entity/text/news/tweets-whaling-event-highlighted-spans/397
720491855,5/15/2015 10:05:20,1636828458,5/15/2015 10:04:58,false,prodege,0.9105,29849805,GBR,Z1,Swansea,82.1.37.235,Whaling Nations,,,,,,,,,,,Whaling,National Anthems of Great Current Whaling Nations,,,,,,,,negative,negative,,,,,,,,,,,negative,,,,,,,,negative,,high,high,,,,,,,,,,,high,,,,,,,,high,,false,National Anthems of Great Current Whaling Nations - Canada - http://t.co/6ADRsI11Xq #Tweet4Taiji #thecove #seashepherd,Whaling Nations_###_34_###_49__##__Whaling_###_34_###_41__##__National Anthems of Great Current Whaling Nations_###_0_###_49,entity/text/news/tweets-whaling-event-highlighted-spans/397
720491855,5/15/2015 10:22:47,1636834068,5/15/2015 10:22:09,false,clixsense,0.9429,22947672,GBR,"","",88.144.126.61,Whaling Nations,,,,,,,,,,,Whaling,National Anthems of Great Current Whaling Nations,,,,,,,,neutral,neutral,,,,,,,,,,,neutral,,,,,,,,neutral,,low,low,,,,,,,,,,,medium,,,,,,,,medium,,false,National Anthems of Great Current Whaling Nations - Canada - http://t.co/6ADRsI11Xq #Tweet4Taiji #thecove #seashepherd,Whaling Nations_###_34_###_49__##__Whaling_###_34_###_41__##__National Anthems of Great Current Whaling Nations_###_0_###_49,entity/text/news/tweets-whaling-event-highlighted-spans/397
720491855,5/15/2015 11:10:41,1636847498,5/15/2015 11:10:23,false,pocketmoneygpt,0.9455,28884030,USA,WI,Minocqua,75.143.134.247,Whaling Nations,,,,,,,,,,,Whaling,National Anthems of Great Current Whaling Nations,,,,,,,,neutral,neutral,,,,,,,,,,,neutral,,,,,,,,neutral,,low,low,,,,,,,,,,,low,,,,,,,,low,,false,National Anthems of Great Current Whaling Nations - Canada - http://t.co/6ADRsI11Xq #Tweet4Taiji #thecove #seashepherd,Whaling Nations_###_34_###_49__##__Whaling_###_34_###_41__##__National Anthems of Great Current Whaling Nations_###_0_###_49,entity/text/news/tweets-whaling-event-highlighted-spans/397
720491855,5/15/2015 12:03:08,1636860432,5/15/2015 12:02:48,false,points4rewards,0.9453,28755767,USA,VA,Chester,68.57.118.32,Whaling Nations,,,,,,,,,,,Whaling,National Anthems of Great Current Whaling Nations,,,,,,,,neutral,neutral,,,,,,,,,,,neutral,,,,,,,,neutral,,low,low,,,,,,,,,,,low,,,,,,,,low,,false,National Anthems of Great Current Whaling Nations - Canada - http://t.co/6ADRsI11Xq #Tweet4Taiji #thecove #seashepherd,Whaling Nations_###_34_###_49__##__Whaling_###_34_###_41__##__National Anthems of Great Current Whaling Nations_###_0_###_49,entity/text/news/tweets-whaling-event-highlighted-spans/397
720491855,5/15/2015 13:08:48,1636880956,5/15/2015 13:07:52,false,prodege,0.9376,16101132,GBR,F9,Hayes,2.223.214.149,Whaling Nations,,,,,,,,,,,Whaling,National Anthems of Great Current Whaling Nations,,,,,,,,negative,negative,,,,,,,,,,,neutral,,,,,,,,neutral,,low,low,,,,,,,,,,,low,,,,,,,,low,,false,National Anthems of Great Current Whaling Nations - Canada - http://t.co/6ADRsI11Xq #Tweet4Taiji #thecove #seashepherd,Whaling Nations_###_34_###_49__##__Whaling_###_34_###_41__##__National Anthems of Great Current Whaling Nations_###_0_###_49,entity/text/news/tweets-whaling-event-highlighted-spans/397
720491855,5/15/2015 13:18:18,1636884458,5/15/2015 13:17:13,false,instagc,0.9443,18531561,CAN,ON,Mississauga,99.229.92.227,Whaling Nations,,,,,,,,,,,Whaling,National Anthems of Great Current Whaling Nations,,,,,,,,negative,negative,,,,,,,,,,,negative,,,,,,,,negative,,low,low,,,,,,,,,,,low,,,,,,,,low,,false,National Anthems of Great Current Whaling Nations - Canada - http://t.co/6ADRsI11Xq #Tweet4Taiji #thecove #seashepherd,Whaling Nations_###_34_###_49__##__Whaling_###_34_###_41__##__National Anthems of Great Current Whaling Nations_###_0_###_49,entity/text/news/tweets-whaling-event-highlighted-spans/397
