_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,ev0a,ev10a,ev11a,ev12a,ev13a,ev14a,ev15a,ev16a,ev17a,ev18a,ev19a,ev1a,ev2a,ev3a,ev4a,ev5a,ev6a,ev7a,ev8a,ev9a,event0,event1,event10,event11,event12,event13,event14,event15,event16,event17,event18,event19,event2,event3,event4,event5,event6,event7,event8,event9,eventtext,for_each_highlighted_term_select_the_sentiment_that_it_is_expressed_in_this_text_also_select_the_intensity_of_the_sentiment_as_expressed_in_this_text,intensity0,intensity1,intensity10,intensity11,intensity12,intensity13,intensity14,intensity15,intensity16,intensity17,intensity18,intensity19,intensity2,intensity3,intensity4,intensity5,intensity6,intensity7,intensity8,intensity9,intensitytext,textsentiment,_golden,sentence,textforcrowd,uid
720471480,5/14/2015 10:53:15,1636317452,5/14/2015 10:52:28,false,instagc,1.0,18531561,CAN,ON,Mississauga,99.229.92.227,"With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse",,,,,,,,,,,whaling,,,,,,,,,negative,negative,,,,,,,,,,,,,,,,,,,negative,,high,low,,,,,,,,,,,,,,,,,,,high,,false,".@VisitFaroe With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse http://t.co/84rY4qQ9jI","With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse_###_13_###_117__##__whaling_###_21_###_28",entity/text/news/tweets-whaling-event-highlighted-spans/293
720471480,5/14/2015 11:28:46,1636326174,5/14/2015 11:28:25,false,gifthunterclub,0.9448,29582088,GBR,I2,Manchester,89.240.68.44,"With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse",,,,,,,,,,,whaling,,,,,,,,,neutral,neutral,,,,,,,,,,,,,,,,,,,neutral,,medium,medium,,,,,,,,,,,,,,,,,,,medium,,false,".@VisitFaroe With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse http://t.co/84rY4qQ9jI","With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse_###_13_###_117__##__whaling_###_21_###_28",entity/text/news/tweets-whaling-event-highlighted-spans/293
720471480,5/14/2015 11:38:06,1636328413,5/14/2015 11:37:40,false,gifthunterclub,0.9431,30901412,GBR,H9,London,77.89.149.62,"With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse",,,,,,,,,,,whaling,,,,,,,,,negative,negative,,,,,,,,,,,,,,,,,,,negative,,low,low,,,,,,,,,,,,,,,,,,,low,,false,".@VisitFaroe With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse http://t.co/84rY4qQ9jI","With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse_###_13_###_117__##__whaling_###_21_###_28",entity/text/news/tweets-whaling-event-highlighted-spans/293
720471480,5/14/2015 12:22:51,1636340060,5/14/2015 12:22:16,false,clixsense,0.9397,17950689,GBR,Y9,Tonypandy,92.2.44.79,"With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse",,,,,,,,,,,whaling,,,,,,,,,neutral,negative,,,,,,,,,,,,,,,,,,,neutral,,low,low,,,,,,,,,,,,,,,,,,,low,,false,".@VisitFaroe With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse http://t.co/84rY4qQ9jI","With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse_###_13_###_117__##__whaling_###_21_###_28",entity/text/news/tweets-whaling-event-highlighted-spans/293
720471480,5/14/2015 12:46:03,1636344678,5/14/2015 12:45:47,false,instagc,0.948,31184650,USA,IA,Mason City,173.26.27.82,"With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse",,,,,,,,,,,whaling,,,,,,,,,neutral,neutral,,,,,,,,,,,,,,,,,,,neutral,,low,low,,,,,,,,,,,,,,,,,,,low,,false,".@VisitFaroe With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse http://t.co/84rY4qQ9jI","With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse_###_13_###_117__##__whaling_###_21_###_28",entity/text/news/tweets-whaling-event-highlighted-spans/293
720471480,5/14/2015 13:20:00,1636352558,5/14/2015 13:19:39,false,points4rewards,0.9523,28755767,USA,VA,Chester,68.57.118.32,"With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse",,,,,,,,,,,whaling,,,,,,,,,neutral,neutral,,,,,,,,,,,,,,,,,,,neutral,,low,low,,,,,,,,,,,,,,,,,,,low,,false,".@VisitFaroe With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse http://t.co/84rY4qQ9jI","With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse_###_13_###_117__##__whaling_###_21_###_28",entity/text/news/tweets-whaling-event-highlighted-spans/293
720471480,5/14/2015 13:30:22,1636355300,5/14/2015 13:29:54,false,elite,0.9204,31913360,GBR,"","",88.150.202.140,"With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse",,,,,,,,,,,whaling,,,,,,,,,positive,negative,,,,,,,,,,,,,,,,,,,positive,,medium,medium,,,,,,,,,,,,,,,,,,,low,,false,".@VisitFaroe With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse http://t.co/84rY4qQ9jI","With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse_###_13_###_117__##__whaling_###_21_###_28",entity/text/news/tweets-whaling-event-highlighted-spans/293
720471480,5/14/2015 13:38:35,1636357355,5/14/2015 13:38:14,false,clixsense,0.9511,30313955,GBR,K5,Poole,2.30.145.202,"With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse",,,,,,,,,,,whaling,,,,,,,,,negative,negative,,,,,,,,,,,,,,,,,,,negative,,medium,medium,,,,,,,,,,,,,,,,,,,medium,,false,".@VisitFaroe With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse http://t.co/84rY4qQ9jI","With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse_###_13_###_117__##__whaling_###_21_###_28",entity/text/news/tweets-whaling-event-highlighted-spans/293
720471480,5/14/2015 13:51:29,1636360423,5/14/2015 13:50:56,false,neodev,0.9531,18881135,CAN,ON,Ajax,99.243.87.224,"With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse",,,,,,,,,,,whaling,,,,,,,,,negative,neutral,,,,,,,,,,,,,,,,,,,negative,,low,low,,,,,,,,,,,,,,,,,,,low,,false,".@VisitFaroe With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse http://t.co/84rY4qQ9jI","With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse_###_13_###_117__##__whaling_###_21_###_28",entity/text/news/tweets-whaling-event-highlighted-spans/293
720471480,5/14/2015 13:57:37,1636362192,5/14/2015 13:57:18,false,instagc,0.9618,32352104,USA,ME,Bangor,74.75.63.81,"With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse",,,,,,,,,,,whaling,,,,,,,,,neutral,neutral,,,,,,,,,,,,,,,,,,,neutral,,low,low,,,,,,,,,,,,,,,,,,,low,,false,".@VisitFaroe With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse http://t.co/84rY4qQ9jI","With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse_###_13_###_117__##__whaling_###_21_###_28",entity/text/news/tweets-whaling-event-highlighted-spans/293
