Job Id,Unit Id,Title Id,Title,Snippet Id,Snippet,Overlapping Snippet,Snippet Relevance Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,389,32104,Anti-whaling Sea Shepherd crew detained in South Africa,12-Over,SAMSA claims that the Farley Mowat was not in possession of an international ship security certificate or a ship security plan .,1,0,,SAMSA,0,claims,0,that,0,Farley,0,Mowat,0,was not,0,possession,0,international,0,ship,0,security,0,certificate,0,or,0,ship,0,security,0,plan,0,[NONE],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,389,32104,Anti-whaling Sea Shepherd crew detained in South Africa,17-NonOver,He says he does not have the necessary documentation required by officials as the boat is registered as a yacht and not a commercial vessel .,0,0,,He,0,says,0,he,0,does not,0,have,0,necessary,0,documentation,0,required,0,officials,0,as,0,boat,0,is,0,registered,0,as,0,yacht,0,not,0,commercial,0,vessel,0,[NONE],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,389,32104,Anti-whaling Sea Shepherd crew detained in South Africa,10-NonOver,"Under Canadian maritime law , both the captain and first officer should be Canadian nationals .",0,0,,Under,0,Canadian,0,maritime,0,law,0,both,0,captain,0,first,0,officer,0,should,0,be,0,Canadian,0,nationals,0,[NONE],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,389,32104,Anti-whaling Sea Shepherd crew detained in South Africa,6-NonOver,A SAMSA official said the ship did not have the required certification .,0,0.07,,SAMSA,0.07,official,0.07,said,0,ship,0.07,did not,0,have,0,required,0,certification,0,[NONE],0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,392,43426,IWC passes pro-whaling resolution after close vote,9-NonOver,Norway flat out refused to accept the original ban .,0,0,,Norway,0,flat,0,out,0,refused,0,accept,0,original,0,ban,0,[NONE],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,392,43426,IWC passes pro-whaling resolution after close vote,5-Over,"The vote does not directly enable a return to commercial whaling , as that would require a three quarters majority , but is significant in being the first time that a major vote at the IWC has sided with the pro-whaling nations in two decades .",1,0.9,,vote,0.28,does not,0.11,directly,0.06,enable,0.11,return,0.06,commercial,0.33,whaling,0.39,as,0,that,0,would,0,require,0,three,0,quarters,0,majority,0,is,0.06,significant,0.06,being,0,first,0,time,0,that,0,major,0.11,vote,0.28,IWC,0.55,has,0,sided,0.11,with,0.06,pro-whaling,0.44,nations,0,two,0,decades,0,[NONE],0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,392,43426,IWC passes pro-whaling resolution after close vote,6-Over,"Previous votes during the conference had been narrowly won by the anti-whaling group of countries , including a motion to introduce secret ballots , to introduce an exemption allowing Japanese coastal communities to whale , the elimination of a Southern Ocean whale sanctuary and a block on the IWC discussing dolphins and porpoises .",1,0.3,,Previous,0,votes,0.09,during,0,conference,0,had,0,been,0,narrowly,0,won,0,anti-whaling,0.18,group,0,countries,0,including,0,motion,0,introduce,0,secret,0,ballots,0,introduce,0,exemption,0,allowing,0,Japanese,0,coastal,0,communities,0,whale,0.18,elimination,0,Southern,0,Ocean,0,whale,0,sanctuary,0,block,0,IWC,0.28,discussing,0,dolphins,0,porpoises,0,[NONE],0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,392,43426,IWC passes pro-whaling resolution after close vote,24-NonOver,"As Japan has given aid to some of these new countries , some observers have accused it of buying votes .",0,0,,As,0,Japan,0,has,0,given,0,aid,0,some,0,these,0,new,0,countries,0,some,0,observers,0,have,0,accused,0,it,0,buying,0,votes,0,[NONE],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,392,43426,IWC passes pro-whaling resolution after close vote,17-Over,A paragraph within the declaration passed at the IWC meeting suggested that a number of international NGOs with self-interest campaigns were using threats in an attempt to direct government policy `` on matters of sovereign rights related to the use of resources for food security and national development '' .,1,0.22,,paragraph,0,within,0,declaration,0,passed,0.09,IWC,0.26,meeting,0,suggested,0,that,0,number,0,international,0,NGOs,0,with,0,self-interest,0,campaigns,0,were,0,using,0,threats,0,attempt,0,direct,0,government,0,policy,0,matters,0,sovereign,0,rights,0,related,0,use,0,resources,0,food,0,security,0,national,0,development,0,[NONE],0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,405,123451,"One day after attempted rescue, six stranded whales die on Australian beach",9-Over,"The other four whales rescued Tuesday are still believed to be at sea , and department officials are monitoring the ocean to verify their safety .",1,0.3,,other,0.09,four,0.09,whales,0.28,rescued,0.09,Tuesday,0.09,are,0,still,0,believed,0,be,0,sea,0,department,0,officials,0,are,0,monitoring,0,ocean,0,verify,0,their,0,safety,0,[NONE],0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
