Job Id,Unit Id,Title Id,Title,Snippet Id,Snippet,Overlapping Snippet,Snippet Relevance Score,Number of Relevant Mentions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,340,7290,"13 pilot whales returning to sea, off Western Australia",10-Over,`` I think the plan is that the vet will be there again [ today ] and will give them some vitamins to kick them along before they actually take their swim out to sea . '',1,0.7,6,,to kick them along before they,0.33,they actually take their swim out to sea,0.33,take their swim out to sea,0.33,swim out to sea,0.33,out to sea,0.67,vet,0.33,,,,,,,,,,,,,,,,,,
77,341,7290,"13 pilot whales returning to sea, off Western Australia",4-Over,More than 300 people were watching as the whales set out to sea following a 30 hour rescue effort .,1,0.67,6,,More than 300 people were watching as the whales set out to sea,0.16,whales,0.81,sea,0.49,whales set out to sea following,0.16,watching as the whales set out to sea,0.16,set out to sea,0.16,,,,,,,,,,,,,,,,,,
77,341,7290,"13 pilot whales returning to sea, off Western Australia",5-Over,The whales had become stranded early yesterday .,1,0.42,2,,whales,0.98,stranded,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
77,341,7290,"13 pilot whales returning to sea, off Western Australia",6-Over,"Several power boats and a spotter plane were escorting the surviving whales towards Cape Naturalist , in an operation expected to take several hours .",1,0.34,3,,whales,0.82,spotter plane,0.41,surviving whales,0.41,,,,,,,,,,,,,,,,,,,,,,,,
77,341,7290,"13 pilot whales returning to sea, off Western Australia",7-Over,Western Australian State Government Department of Conservation and Land Management ( CALM ) officers feared that the whales could become stranded again .,1,0.34,4,,Western Australian,0.52,whales,0.77,Western Australian State Government,0.26,Australian,0.26,,,,,,,,,,,,,,,,,,,,,,
77,341,7290,"13 pilot whales returning to sea, off Western Australia",8-Over,"One CALM officer , Neil Taylor , told ABC News dozens of his colleagues and community volunteers had helped the whales survive throughout the night .",1,0.34,1,,whales,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,340,7290,"13 pilot whales returning to sea, off Western Australia",9-NonOver,"`` The vet has checked them all and given them some antibiotics yesterday , last thing before dark , '' he had told the Australian national broadcaster .",0,0.12,1,,Australian,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,343,8453,Australian blitz on fish poaching,10-Over,"A 1906 Australian claim on as much as 80 % of the waters has since been softened by a Memorandum of Understanding ( MOU ) between the two governments , recognizing some traditional fishing rights .",1,0.39,3,,Australian,0.78,fishing,0.59,fishing rights,0.2,,,,,,,,,,,,,,,,,,,,,,,,
77,343,8453,Australian blitz on fish poaching,11-Over,"However analysts say the Australian government strategy is flawed , since it is based on the fishing technology employed , rather than catch numbers .",1,0.68,4,,Australian government strategy,0.13,catch,0.13,Australian,0.76,fishing,0.63,,,,,,,,,,,,,,,,,,,,,,
77,344,8453,Australian blitz on fish poaching,12-NonOver,"At time of writing , it has not been ascertained whether the currently detained vessels were fishing in such `` traditional '' waters or not , or whether they were operated by crews who would have traditional fishing rights , if they had been in compliance with the MOU .",0,0.19,2,,fishing,0.89,fishing,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,
77,342,8453,Australian blitz on fish poaching,13-Over,"Senator MacDonald told the ABC Radio programme AM that he expected in the case of those thought to have been fishing in Australian waters illegally , the captain and perhaps the senior fishing master would be charged , with other crew being immediately repatriated to Indonesia .",1,0.61,7,,fishing in Australian waters illegally,0.46,fishing,0.46,captain,0.23,would be charged,0.23,Australian,0.46,illegally,0.46,fishing in Australian waters,0.23,,,,,,,,,,,,,,,,
77,344,8453,Australian blitz on fish poaching,16-NonOver,"The fishermen were expected to appear in court next week , reported Reuters news agency .",0,0.1,1,,fishermen,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,342,8453,Australian blitz on fish poaching,17-Over,"An Indonesian fisherman was last week fined $ A130 ,000 , setting a new record , after his boat was caught off with over 100kg of dried reef fish , 300kg of fish on ice and 10kg of dried shark fin .",1,0.24,4,,Indonesian fisherman,0.5,boat was caught,0.5,over 100kg of dried reef fish 300kg of fish on ice and 10kg of dried shark fin,0.5,fined,0.5,,,,,,,,,,,,,,,,,,,,,,
77,343,8453,Australian blitz on fish poaching,18-Over,"The Northern Territory Fisheries Minister , Kon Vatskalis , on ABC Radio asked the Federal Government to commit the same level of resources permanently .",1,0.1,1,,Fisheries,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,342,8453,Australian blitz on fish poaching,19-NonOver,"`` Provide the extra funding , provide the extra resources to the Navy and the Customs and then they will be able to stop the illegal boats , not only when they run an operation but every day , every week , every month , '' Mr Vatskalis told the ABC .",0,0.12,1,,stop the illegal boats,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,342,8453,Australian blitz on fish poaching,5-Over,"`` I think all of the illegal vessels up there , because of their inter-vessel communication will now be aware that there is a major sting on by the Australian authorities and those that have n't been arrested , I think will be hightailing it back to Indonesian ports as we speak , '' said Senator MacDonald .",1,0.12,4,,illegal vessels,0.5,major sting,0.5,the Australian,0.5,authorities,0.5,,,,,,,,,,,,,,,,,,,,,,
77,344,8453,Australian blitz on fish poaching,6-NonOver,"Intelligence indicated what he called `` organised transnational criminal activity '' , including some Asian connections beyond the Indonesian village ports where the vessels originated , but the activity was apparently limited to illegal fishing , and did not include smuggling .",0,0.19,2,,fishing,0.71,limited to illegal fishing,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,
77,345,8453,Australian blitz on fish poaching,7-NonOver,"`` We are talking about large-scale commercial operations rather than simply subsistence fishing , '' Macdonald said in a statement , indicating that fifteen of the boats were large vessels with ice for storage .",0,0.55,5,,fishing,0.6,commercial operations,0.3,fifteen of the boats were large vessels,0.3,large-scale commercial operations,0.3,large-scale commercial operations rather than simply subsistence fishing,0.6,,,,,,,,,,,,,,,,,,,,
77,344,8453,Australian blitz on fish poaching,8-Over,"Two boats each had one tonne of fish , and shark fin . ]",1,0.1,1,,fish,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,343,8453,Australian blitz on fish poaching,9-NonOver,Fishing by some Indonesian peoples has occurred legitimately in the area between the two nations for hundreds of years before European colonization .,0,0.19,1,,Fishing,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,346,8496,Norwegian whaling season starts with highest quota in a decade,10-Over,Whale meat is used as steaks and in hamburgers and sausages in Norway .,1,0.19,3,,Whale meat,0.41,Norway,0.82,Whale,0.41,,,,,,,,,,,,,,,,,,,,,,,,
77,346,8496,Norwegian whaling season starts with highest quota in a decade,11-Over,"The number of whales caught by Norway has steadily increased since resumption of whaling in 1993 , with the 226 caught that year rising to over 500 in 1997 and 670 in 2003 .",1,0.66,9,,number of whales caught by Norway has steadily increased,0.13,whales,0.63,Norway,0.63,steadily increased,0.25,whaling,0.25,number of whales caught by Norway,0.13,rising,0.13,670 in 2003,0.13,increased,0.13,,,,,,,,,,,,
77,347,8496,Norwegian whaling season starts with highest quota in a decade,12-Over,"The economic argument is that whaling provides employment and economic stimulant for fishery , logistic , restaurant and other related industries in developed countries .",1,0.13,2,,argument,0.71,industries in developed countries,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,
77,347,8496,Norwegian whaling season starts with highest quota in a decade,4-Over,Last years quota of 670 was raised this year despite fishermen failing to reach their quota last year .,1,0.67,6,,fishermen,0.21,Last years quota of 670 was raised this year,0.21,quota,0.64,raised,0.64,fishermen failing to reach their quota last year,0.21,quota,0.21,,,,,,,,,,,,,,,,,,
77,346,8496,Norwegian whaling season starts with highest quota in a decade,5-NonOver,Environmental activists from groups such as Greenpeace have denounced the increase .,0,0.28,2,,Greenpeace have denounced the increase,0.45,increase,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,
77,347,8496,Norwegian whaling season starts with highest quota in a decade,6-Over,"Speaking to the Associated Press , one activist said `` Increased whaling is no solution for the problems along the coast . ''",1,0.27,1,,Increased whaling,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,346,8496,Norwegian whaling season starts with highest quota in a decade,7-Over,"However despite international opposition , it is unlikely Norway will end whaling anytime soon .",1,0.38,3,,Norway,0.7,whaling,0.7,unlikely Norway will end whaling,0.17,,,,,,,,,,,,,,,,,,,,,,,,
77,346,8496,Norwegian whaling season starts with highest quota in a decade,8-Over,Norway is the only country in the world to allow commercial whaling .,1,0.47,4,,commercial whaling,0.34,Norway,0.86,whaling,0.34,allow commercial whaling,0.17,,,,,,,,,,,,,,,,,,,,,,
77,348,12184,International Whaling Commission adjourns for private talks,4-NonOver,Australia attempted to stop the adjournment accusing Japan of trying to stall the vote .,0,0.39,4,,Australia attempted to stop,0.29,adjournment,0.87,Australia attempted to stop the adjournment,0.29,stall the vote,0.29,,,,,,,,,,,,,,,,,,,,,,
